Date,Total cases,Total deaths,Daily cases,Daily deaths,Active cases (new),Active cases (old),Change,Total recoveries (old),Total recoveries (new)
15/2/2020,53,1,,,52,52,0,0,0
16/2/2020,59,1,6,0,58,58,0,0,0
17/2/2020,66,1,7,0,47,47,0,18,18
18/2/2020,74,1,8,0,53,53,0,20,20
19/2/2020,84,1,10,0,63,63,0,20,20
20/2/2020,94,1,10,0,73,73,0,20,20
21/2/2020,109,1,15,0,86,86,0,22,22
22/2/2020,134,1,25,0,111,111,0,22,22
23/2/2020,146,1,12,0,122,122,0,23,23
24/2/2020,159,1,13,0,135,135,0,23,23
25/2/2020,161,1,2,0,137,137,0,23,23
26/2/2020,172,3,11,2,146,146,0,23,23
27/2/2020,214,4,42,1,178,178,0,32,32
28/2/2020,233,5,19,1,196,196,0,32,32
29/2/2020,241,5,8,0,204,204,0,32,32
1/3/2020,256,6,15,1,208,208,0,42,42
2/3/2020,274,6,18,0,226,226,0,42,42
3/3/2020,293,6,19,0,244,244,0,43,43
4/3/2020,331,6,38,0,282,282,0,43,43
5/3/2020,364,6,33,0,315,315,0,43,43
6/3/2020,420,6,56,0,365,365,0,49,49
7/3/2020,461,6,41,0,379,379,0,76,76
8/3/2020,502,7,41,1,419,419,0,76,76
9/3/2020,530,9,28,2,437,437,0,84,84
10/3/2020,587,12,57,3,473,473,0,102,102
11/3/2020,639,15,52,3,506,506,0,118,118
12/3/2020,691,19,52,4,554,554,0,118,118
13/3/2020,734,21,43,2,595,595,0,118,118
14/3/2020,804,22,70,1,638,638,0,144,144
15/3/2020,833,24,29,2,665,665,0,144,144
16/3/2020,850,28,17,4,678,678,0,144,144
17/3/2020,878,29,28,1,705,705,0,144,144
18/3/2020,914,29,36,0,694,694,0,191,191
19/3/2020,943,33,29,4,719,719,0,191,191
20/3/2020,1007,35,64,2,757,757,0,215,215
21/3/2020,1054,36,47,1,803,803,0,215,215
22/3/2020,1101,41,47,5,825,825,0,235,235
23/3/2020,1128,42,27,1,851,851,0,235,235
24/3/2020,1193,43,65,1,865,865,0,285,285
25/3/2020,1307,45,114,2,952,952,0,310,310
26/3/2020,1387,47,80,2,981,981,0,359,359
27/3/2020,1499,49,112,2,1078,1078,0,372,372
28/3/2020,1693,52,194,3,1237,1237,0,404,404
29/3/2020,1866,54,173,2,1388,1388,0,424,424
30/3/2020,1953,56,87,2,1473,1473,0,424,424
31/3/2020,2179,57,226,1,1698,1698,0,424,424
1/4/2020,2385,57,206,0,1856,1856,0,472,472
2/4/2020,2619,63,234,6,2084,2084,0,472,472
3/4/2020,2938,69,319,6,2355,2355,0,514,514
4/4/2020,3142,77,204,8,2551,2551,0,514,514
5/4/2020,3658,85,516,8,2998,2998,0,575,575
6/4/2020,3911,92,253,7,3227,3227,0,592,592
7/4/2020,4263,93,352,1,3548,3548,0,622,622
8/4/2020,4674,94,411,1,3948,3948,0,632,632
9/4/2020,5356,99,682,5,4572,4572,0,685,685
10/4/2020,6016,99,660,0,5232,5232,0,685,685
11/4/2020,6761,108,745,9,5891,5891,0,762,762
12/4/2020,7385,123,624,15,6478,6478,0,784,784
13/4/2020,7634,143,249,20,6692,6692,0,799,799
14/4/2020,7902,146,268,3,6903,6903,0,853,853
15/4/2020,8645,178,743,32,7566,7566,0,901,901
16/4/2020,9251,190,606,12,8126,8126,0,935,935
17/4/2020,9808,190,557,0,8683,8683,0,935,935
18/4/2020,10318,222,510,32,9027,9027,0,1069,1069
19/4/2020,10820,236,502,14,9425,9425,0,1159,1159
20/4/2020,11159,263,339,27,9657,9657,0,1239,1239
21/4/2020,11537,281,378,18,9900,9900,0,1356,1356
22/4/2020,11976,299,439,18,10253,10253,0,1424,1424
23/4/2020,12395,328,419,29,10573,10573,0,1494,1494
24/4/2020,12740,345,345,17,10865,10865,0,1530,1530
25/4/2020,13260,360,520,15,11244,11244,0,1656,1656
26/4/2020,13479,372,219,12,11298,11298,0,1809,1809
27/4/2020,13644,385,165,13,11360,11360,0,1899,1899
28/4/2020,13766,394,122,9,11473,11473,0,1899,1899
29/4/2020,13925,413,159,19,11143,11143,0,2369,2369
30/4/2020,14118,430,193,17,11227,11227,0,2461,2461
1/5/2020,14336,455,218,25,10904,10904,0,2977,2977
2/5/2020,14603,474,267,19,10921,10921,0,3208,3208
3/5/2020,14910,487,307,13,10437,10437,0,3986,3986
4/5/2020,15111,536,201,49,10414,10414,0,4161,4161
5/5/2020,15286,556,175,20,10228,10228,0,4502,4502
6/5/2020,15286,556,0,0,10228,10228,0,4502,4502
7/5/2020,15511,577,225,21,10009,10009,0,4925,4925
8/5/2020,15609,590,98,13,9865,9865,0,5154,5154
9/5/2020,15697,607,88,17,9174,9174,0,5916,5916
10/5/2020,15811,624,114,17,7045,7045,0,8142,8142
11/5/2020,15881,633,70,9,6940,6940,0,8308,8308
12/5/2020,16002,657,121,24,6798,6798,0,8547,8547
13/5/2020,16083,678,81,21,6468,6468,0,8937,8937
14/5/2020,16154,697,71,19,5570,5570,0,9887,9887
15/5/2020,16237,713,83,16,5166,5166,0,10358,10358
16/5/2020,16271,725,34,12,5188,5188,0,10358,10358
17/5/2020,16319,744,48,19,4400,4400,0,11175,11175
18/5/2020,16339,749,20,5,4003,4003,0,11587,11587
19/5/2020,16401,768,62,19,4046,4046,0,11587,11587
20/5/2020,16419,771,18,3,3337,3337,0,12311,12311
21/5/2020,16458,777,39,6,2983,2983,0,12698,12698
22/5/2020,16547,796,89,19,2719,2719,0,13032,13032
23/5/2020,16570,808,23,12,2490,2490,0,13272,13272
24/5/2020,16584,820,14,12,2323,2323,0,13441,13441
25/5/2020,16615,830,31,10,2145,2145,0,13640,13640
26/5/2020,16657,846,42,16,1973,1973,0,13838,13838
27/5/2020,16685,858,28,12,1826,1826,0,14001,14001
28/5/2020,16717,867,32,9,1675,1675,0,14175,14175
29/5/2020,16753,874,36,7,1597,1597,0,14282,14282
30/5/2020,16838,886,85,12,1518,1518,0,14434,14434
31/5/2020,16885,891,47,5,1507,1507,0,14487,14487
1/6/2020,16918,892,33,1,1496,1496,0,14530,14530
2/6/2020,16964,894,46,2,1392,1392,0,14678,14678
3/6/2020,17020,900,56,6,1321,1321,0,14799,14799
4/6/2020,17052,903,32,3,1254,1254,0,14895,14895
5/6/2020,17098,907,46,4,1191,1191,0,15000,15000
6/6/2020,17137,914,39,7,1116,1116,0,15107,15107
7/6/2020,17175,916,38,2,1092,1092,0,15167,15167
8/6/2020,17208,916,33,0,1116,1116,0,15176,15176
9/6/2020,17244,916,36,0,1087,1087,0,15241,15241
10/6/2020,17285,919,41,3,1040,1040,0,15326,15326
11/6/2020,17326,920,41,1,995,995,0,15411,15411
12/6/2020,17366,922,40,2,923,923,0,15521,15521
13/6/2020,17416,924,50,2,884,884,0,15608,15608
14/6/2020,17463,925,47,1,867,867,0,15671,15671
15/6/2020,17536,925,73,0,897,897,0,15714,15714
16/6/2020,17621,927,85,2,965,965,0,15729,15729
17/6/2020,17662,931,41,4,853,853,0,15878,15878
18/6/2020,17702,935,40,4,809,809,0,15958,15958
19/6/2020,17774,935,72,0,803,803,0,16036,16036
20/6/2020,17833,952,59,17,776,776,0,16105,16105
21/6/2020,17898,953,65,1,809,809,0,16136,16136
22/6/2020,17950,953,52,0,836,836,0,16161,16161
23/6/2020,18002,955,52,2,807,807,0,16240,16240
24/6/2020,18058,963,56,8,804,804,0,16291,16291
25/6/2020,18144,968,86,5,828,828,0,16348,16348
26/6/2020,18231,969,87,1,842,842,0,16420,16420
27/6/2020,18331,971,100,2,880,880,0,16480,16480
28/6/2020,18424,971,93,0,920,920,0,16533,16533
29/6/2020,18510,972,86,1,953,953,0,16585,16585
30/6/2020,18627,972,117,0,996,996,0,16659,16659
1/7/2020,18757,974,130,2,1024,1024,0,16759,16759
2/7/2020,18908,975,151,1,1133,1133,0,16800,16800
3/7/2020,19102,976,194,1,1232,1232,0,16894,16894
4/7/2020,19317,977,215,1,1353,1353,0,16987,16987
5/7/2020,19558,977,241,0,1503,1503,0,17078,17078
6/7/2020,19812,977,254,0,1683,1683,0,17152,17152
7/7/2020,20018,978,206,1,1815,1815,0,17225,17225
8/7/2020,20211,980,193,2,1872,1872,0,17359,17359
9/7/2020,20408,981,197,1,1933,1933,0,17494,17494
10/7/2020,20757,982,349,1,2095,2095,0,17680,17680
11/7/2020,21168,982,411,0,2309,2309,0,17877,17877
12/7/2020,21542,982,374,0,2529,2529,0,18031,18031
13/7/2020,21909,982,367,0,2796,2796,0,18131,18131
14/7/2020,22262,982,353,0,2970,2970,0,18310,18310
15/7/2020,22551,984,289,2,2993,2993,0,18574,18574
16/7/2020,22934,985,383,1,3105,3105,0,18844,18844
17/7/2020,23518,985,584,0,3406,3406,0,19127,19127
18/7/2020,24179,985,661,0,3796,3796,0,19398,19398
19/7/2020,24690,985,511,0,4096,4096,0,19609,19609
20/7/2020,25145,985,455,0,4370,4370,0,19790,19790
21/7/2020,25787,988,642,3,4610,4610,0,20189,20189
22/7/2020,26355,989,568,1,4680,4680,0,20686,20686
23/7/2020,27083,990,728,1,5022,5022,0,21071,21071
24/7/2020,28012,992,929,2,5655,5655,0,21365,21365
25/7/2020,28844,993,832,1,6246,6246,0,21605,21605
26/7/2020,29441,996,597,3,6645,6645,0,21800,21800
27/7/2020,30049,996,608,0,6898,6898,0,22155,22155
28/7/2020,31023,998,974,2,7173,7173,0,22852,22852
29/7/2020,31965,1001,942,3,7414,7414,0,23550,23550
30/7/2020,33116,1004,1151,3,7888,7888,0,24224,24224
31/7/2020,34442,1006,1326,2,8460,8460,0,24976,24976
1/8/2020,35910,1011,1468,5,9345,9345,0,25554,25554
2/8/2020,36765,1011,855,0,9799,9799,0,25955,25955
3/8/2020,38768,1012,2003,1,11219,11219,0,26537,26537
4/8/2020,39942,1016,1174,4,11677,11677,0,27249,27249
5/8/2020,41216,1022,1274,6,12112,12112,0,28082,28082
6/8/2020,42353,1026,1137,4,12394,12394,0,28933,28933
7/8/2020,43909,1033,1556,7,12664,12664,0,30212,30212
8/8/2020,45537,1039,1628,6,13129,13129,0,31369,31369
9/8/2020,46884,1040,1347,1,13468,13468,0,32376,32376
10/8/2020,48094,1047,1210,7,13923,13923,0,33124,33124
11/8/2020,49034,1052,940,5,13939,13939,0,34043,34043
12/8/2020,50319,1059,1285,7,14302,14302,0,34958,34958
13/8/2020,51258,1063,939,4,13988,13988,0,36207,36207
14/8/2020,52331,1073,1073,10,13703,13703,0,37555,37555
15/8/2020,53694,1085,1363,12,13584,13584,0,39025,39025
16/8/2020,54834,1088,1140,3,13583,13583,0,40163,40163
17/8/2020,55789,1099,955,11,13408,13408,0,41282,41282
18/8/2020,56809,1115,1020,16,13321,13321,0,42373,42373
19/8/2020,57676,1128,867,13,12620,12620,0,43928,43928
20/8/2020,58629,1144,953,16,12122,12122,0,45363,45363
21/8/2020,59852,1155,1223,11,12130,12130,0,46567,46567
22/8/2020,60866,1169,1014,14,11972,11972,0,47725,47725
23/8/2020,61882,1176,1016,7,12051,12051,0,48655,48655
24/8/2020,62644,1181,762,5,12016,12016,0,49447,49447
25/8/2020,63259,1196,615,15,11522,11522,0,50541,50541
26/8/2020,63962,1209,703,13,10952,10952,0,51801,51801
27/8/2020,64810,1226,848,17,10645,10645,0,52939,52939
28/8/2020,65717,1238,907,12,10365,10365,0,54114,54114
29/8/2020,66569,1255,852,17,9851,9851,0,55463,55463
30/8/2020,67412,1264,843,9,9860,9860,0,56288,56288
31/8/2020,68014,1279,602,15,9807,9807,0,56928,56928
1/9/2020,68542,1296,528,17,9295,9295,0,57951,57951
2/9/2020,69152,1307,610,11,9288,9288,0,58557,58557
3/9/2020,69751,1319,599,12,8776,8776,0,59656,59656
4/9/2020,70422,1330,671,11,8541,8541,0,60551,60551
5/9/2020,71031,1349,609,19,8100,8100,0,61582,61582
6/9/2020,71575,1357,544,8,8003,8003,0,62215,62215
7/9/2020,72013,1363,438,6,7974,7974,0,62676,62676
8/9/2020,72392,1377,379,14,7591,7591,0,63424,63424
9/9/2020,72885,1393,493,16,7248,7248,0,64244,64244
10/9/2020,73381,1406,496,13,6994,6994,0,64981,64981
11/9/2020,74063,1412,682,6,6913,6913,0,65738,65738
12/9/2020,74708,1423,645,11,6855,6855,0,66430,66430
13/9/2020,75384,1439,676,16,6894,6894,0,67051,67051
14/9/2020,75824,1442,440,3,6987,6987,0,67395,67395
15/9/2020,76126,1451,302,9,6690,6690,0,67985,67985
16/9/2020,76617,1461,491,10,6468,6468,0,68688,68688
17/9/2020,77179,1473,562,12,6295,6295,0,69411,69411
18/9/2020,77665,1482,486,9,6124,6124,0,70059,70059
19/9/2020,78245,1495,580,13,6094,6094,0,70656,70656
20/9/2020,78830,1500,585,5,6138,6138,0,71192,71192
21/9/2020,79314,1500,484,0,6247,6247,0,71567,71567
22/9/2020,79613,1508,299,8,6293,6293,0,71812,71812
23/9/2020,79944,1512,331,4,6286,6286,0,72146,72146
24/9/2020,80218,1520,274,8,5994,5994,0,72704,72704
25/9/2020,80675,1532,457,12,5485,5485,0,73658,73658
26/9/2020,81234,1540,559,8,5373,5373,0,74321,74321
27/9/2020,81871,1545,637,5,5548,5548,0,74778,74778
28/9/2020,82313,1548,442,3,5603,5603,0,75162,75162
29/9/2020,82677,1557,364,9,5488,5488,0,75632,75632
30/9/2020,83194,1564,517,7,5431,5431,0,76199,76199
1/10/2020,83748,1571,554,7,5412,5412,0,76765,76765
2/10/2020,84402,1578,654,7,5428,5428,0,77396,77396
3/10/2020,84956,1590,554,12,5381,5381,0,77985,77985
4/10/2020,85528,1597,572,7,5437,5437,0,78494,78494
5/10/2020,85929,1599,401,2,5541,5541,0,78789,78789
6/10/2020,86238,1602,309,3,5384,5384,0,79252,79252
7/10/2020,86735,1605,497,3,5272,5272,0,79858,79858
8/10/2020,87213,1613,478,8,5190,5190,0,80410,80410
9/10/2020,87833,1616,620,3,5300,5300,0,80917,80917
10/10/2020,88428,1624,595,8,5262,5262,0,81542,81542
11/10/2020,89109,1627,681,3,5471,5471,0,82011,82011
12/10/2020,89545,1629,436,2,5615,5615,0,82301,82301
13/10/2020,89872,1634,327,5,5428,5428,0,82810,82810
14/10/2020,90340,1638,468,4,5354,5354,0,83348,83348
15/10/2020,90911,1646,571,8,5236,5236,0,84029,84029
16/10/2020,91634,1650,723,4,5339,5339,0,84645,84645
17/10/2020,92268,1661,634,11,5382,5382,0,85225,85225
18/10/2020,92862,1670,594,9,5511,5511,0,85681,85681
19/10/2020,93334,1674,472,4,5522,5522,0,86138,86138
20/10/2020,93688,1676,354,2,5301,5301,0,86711,86711
21/10/2020,94142,1679,454,3,5157,5157,0,87306,87306
22/10/2020,94734,1685,592,6,5183,5183,0,87866,87866
23/10/2020,95349,1694,615,9,5209,5209,0,88446,88446
24/10/2020,96048,1706,699,12,5353,5353,0,88989,88989
25/10/2020,96749,1711,701,5,5553,5553,0,89485,89485
26/10/2020,97290,1718,541,7,5659,5659,0,89913,89913
27/10/2020,97715,1725,425,7,5637,5637,0,90353,90353
28/10/2020,98334,1730,619,5,5590,5590,0,91014,91014
29/10/2020,99072,1733,738,3,5809,5809,0,91530,91530
30/10/2020,99844,1744,772,11,6001,6001,0,92099,92099
31/10/2020,100616,1755,772,11,6176,6176,0,92685,92685
1/11/2020,101372,1766,756,11,6435,6435,0,93171,93171
2/11/2020,102041,1774,669,8,6672,6672,0,93595,93595
3/11/2020,102510,1780,469,6,6662,6662,0,94068,94068
4/11/2020,103130,1786,620,6,6835,6835,0,94509,94509
5/11/2020,104070,1794,940,8,6947,6947,0,95329,95329
6/11/2020,105016,1806,946,12,7236,7236,0,95974,95974
7/11/2020,106151,1809,1135,3,7661,7661,0,96681,96681
8/11/2020,107326,1812,1175,3,8095,8095,0,97419,97419
9/11/2020,108326,1818,1000,6,8631,8631,0,97877,97877
10/11/2020,109227,1829,901,11,8899,8899,0,98499,98499
11/11/2020,110403,1841,1176,12,9227,9227,0,99335,99335
12/11/2020,111962,1851,1559,10,9877,9877,0,100234,100234
13/11/2020,113553,1867,1591,16,10437,10437,0,101249,101249
14/11/2020,115242,1880,1689,13,11140,11140,0,102222,102222
15/11/2020,116940,1883,1698,3,11985,11985,0,103072,103072
16/11/2020,118403,1885,1463,2,12607,12607,0,103911,103911
17/11/2020,119596,1903,1193,18,12817,12817,0,104876,104876
18/11/2020,121089,1913,1493,10,13237,13237,0,105939,105939
19/11/2020,123245,1922,2156,9,14124,14124,0,107199,107199
20/11/2020,125552,1943,2307,21,14937,14937,0,108672,108672
21/11/2020,127956,1963,2404,20,15848,15848,0,110145,110145
22/11/2020,130476,1974,2520,11,17083,17083,0,111419,111419
23/11/2020,132660,1981,2184,7,18151,18151,0,112528,112528
24/11/2020,134235,1989,1575,8,18644,18644,0,113602,113602
25/11/2020,135710,2001,1475,12,18719,18719,0,114990,114990
26/11/2020,137575,2022,1865,21,18906,18906,0,116647,116647
27/11/2020,139810,2051,2235,29,19351,19351,0,118408,118408
28/11/2020,142393,2074,2583,23,19782,19782,0,120537,120537
29/11/2020,144984,2106,2591,32,20705,20705,0,122173,122173
30/11/2020,147096,2119,2112,13,21246,21246,0,123731,123731
1/12/2020,149035,2139,1939,20,21135,21135,0,125761,125761
2/12/2020,150731,2172,1696,33,20960,20960,0,127599,127599
3/12/2020,153178,2213,2447,41,21424,21424,0,129541,129541
4/12/2020,155589,2240,2411,27,21868,21868,0,131481,131481
5/12/2020,158037,2283,2448,43,22000,22000,0,133754,133754
6/12/2020,160467,2315,2430,32,22560,22560,0,135592,135592
7/12/2020,162441,2335,1974,20,22884,22884,0,137222,137222
8/12/2020,164308,2382,1867,47,22608,22608,0,139318,139318
9/12/2020,166224,2420,1916,38,22854,22854,0,140950,140950
10/12/2020,168964,2465,2740,45,23159,23159,0,143340,143340
11/12/2020,171940,2502,2976,37,24085,24085,0,145353,145353
12/12/2020,174704,2534,2764,32,24301,24301,0,147869,147869
13/12/2020,177699,2562,2995,28,25502,25502,0,149635,149635
14/12/2020,180071,2585,2372,23,26186,26186,0,151300,151300
15/12/2020,182293,2643,2222,58,25772,25772,0,153878,153878
16/12/2020,184470,2688,2177,45,25871,25871,0,155911,155911
17/12/2020,187538,2739,3068,51,26141,26141,0,158658,158658
18/12/2020,190580,2783,3042,44,26634,26634,0,161163,161163
19/12/2020,193480,2828,2900,45,26961,26961,0,163691,163691
20/12/2020,196336,2873,2856,45,27742,27742,0,165721,165721
21/12/2020,198985,2900,2649,27,28179,28179,0,167906,167906
22/12/2020,201125,2944,2140,44,28442,28442,0,169739,169739
23/12/2020,203586,2994,2461,50,28073,28073,0,172519,172519
24/12/2020,206619,3050,3033,56,28279,28279,0,175290,175290
25/12/2020,210469,3105,3850,55,29153,29153,0,178211,178211
26/12/2020,214045,3155,3576,50,30278,30278,0,180612,180612
27/12/2020,217819,3213,3774,58,31580,31580,0,183026,183026
28/12/2020,220750,3252,2931,39,32401,32401,0,185097,185097
29/12/2020,223641,3306,2891,54,32948,32948,0,187387,187387
30/12/2020,227125,3349,3484,43,33863,33863,0,189913,189913
31/12/2020,230842,3414,3717,65,35525,35525,0,191903,191903
1/1/2021,234943,3460,4101,46,37311,37311,0,194172,194172
2/1/2021,238569,3514,3626,54,38170,38170,0,196885,196885
3/1/2021,241518,3548,2949,34,39014,39014,0,198956,198956
4/1/2021,244418,3599,2900,51,39668,39668,0,201151,201151
5/1/2021,248541,3655,4123,56,40983,40983,0,203903,203903
6/1/2021,252909,3719,4368,64,41660,41660,0,207530,207530
7/1/2021,259000,3791,6091,72,44259,44259,0,210950,210950
8/1/2021,265923,3857,6923,66,47822,47822,0,214244,214244
9/1/2021,273797,3932,7874,75,51980,51980,0,217885,217885
10/1/2021,281436,3996,7639,64,56380,56380,0,221060,221060
11/1/2021,287427,4044,5991,48,59890,59890,0,223493,223493
12/1/2021,292900,4094,5473,50,62874,62874,0,225932,225932
13/1/2021,298015,4145,5115,51,64252,64252,0,229618,229618
14/1/2021,303336,4233,5321,88,64882,64882,0,234221,234221
15/1/2021,309943,4315,6607,82,66593,66593,0,239035,239035
16/1/2021,316655,4380,6712,65,67721,67721,0,244554,244554
17/1/2021,323056,4446,6401,66,69530,69530,0,249080,249080
18/1/2021,329068,4501,6012,55,71177,71177,0,253390,253390
19/1/2021,335117,4548,6049,47,72235,72235,0,258334,258334
20/1/2021,340576,4647,5459,99,70309,70309,0,265620,265620
21/1/2021,346036,4743,5460,96,67453,67453,0,273840,273840
22/1/2021,351849,4830,5813,87,67137,67137,0,279882,279882
23/1/2021,356915,4935,5066,105,65775,65775,0,286205,286205
24/1/2021,361513,5019,4598,84,65257,65257,0,291237,291237
25/1/2021,365675,5084,4162,65,64458,64458,0,296133,296133
26/1/2021,369013,5158,3338,74,61593,61593,0,302262,302262
27/1/2021,372559,5252,3546,94,58405,58405,0,308902,308902
28/1/2021,376495,5361,3936,109,55947,55947,0,315187,315187
29/1/2021,380413,5452,3918,91,53946,53946,0,321015,321015
30/1/2021,383989,5546,3576,94,52071,52071,0,326372,326372
31/1/2021,387657,5654,3668,108,50746,50746,0,331257,331257
1/2/2021,390440,5722,2783,68,49792,49792,0,334926,334926
2/2/2021,392553,5794,2113,72,46568,46568,0,340191,340191
3/2/2021,394768,5912,2215,118,43893,43893,0,344963,344963
4/2/2021,397367,6020,2599,108,41176,41176,0,350171,350171
